stimulus_id,Happy,Amusing,Beauty,Calm,Energizing,Angry,Triumphant,Many Instruments/Few Instruments,Wide pitch variation/Narrow pitch variation,Clear melody/No melody,Repetitive/Non-repetitive,Complex rhythm/Simple rhythm,Fast tempo/Slow tempo,Strong beat/Weak beat,Electric/Acoustic,Distorted/Clear,Loud/Soft,Heavy/Light,High pitch/Low pitch,Punchy/Smooth,Harmonious/Disharmonious,Dense/Sparse,voice_age,voice_gender,voice_exagg,voice_type,target_of_toy_ad
yyyapflC9Wk,high,high,high,low,low,high,low,Many Instruments,Wide pitch variation,No melody,Repetitive,Complex rhythm,Fast tempo,Strong beat,Acoustic,Distorted,Soft,Light,High pitch,Smooth,Disharmonious,Dense,Adults (including young adults),BOTH feminine and masculine voices,"No, all voices are normal-sounding",Spoken,Mixed
8x2cXDumjKU,low,low,high,high,low,low,low,Few Instruments,Narrow pitch variation,Clear melody,Repetitive,Simple rhythm,Slow tempo,Weak beat,Electric,Clear,Soft,Light,High pitch,Smooth,Harmonious,Sparse,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,BOTH spoken and sung,Girls/women
FvUgpHx9nKs,high,low,high,high,low,low,low,Few Instruments,Narrow pitch variation,Clear melody,Non-repetitive,Complex rhythm,Fast tempo,Strong beat,Acoustic,Clear,Soft,Light,High pitch,Punchy,Harmonious,Dense,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,BOTH spoken and sung,Girls/women
N-nPqprf5Yo,low,high,low,high,low,low,low,Many Instruments,Wide pitch variation,Clear melody,Non-repetitive,Simple rhythm,Slow tempo,Strong beat,Acoustic,Clear,Soft,Light,Low pitch,Smooth,Harmonious,Sparse,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Spoken,There are no actors/presenters or you can never see their faces
sAvsN1Ogq4U,low,low,low,low,high,high,low,Many Instruments,Wide pitch variation,No melody,Non-repetitive,Complex rhythm,Slow tempo,Weak beat,Electric,Distorted,Loud,Heavy,Low pitch,Smooth,Disharmonious,Sparse,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,There are no actors/presenters or you can never see their faces
gmKuMXGtLiU,low,high,low,low,high,high,high,Many Instruments,Narrow pitch variation,No melody,Non-repetitive,Complex rhythm,Fast tempo,Weak beat,Electric,Distorted,Loud,Heavy,Low pitch,Smooth,Disharmonious,Dense,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,There are no actors/presenters or you can never see their faces
972oFsnpDmE,high,low,high,low,low,low,high,Many Instruments,Wide pitch variation,Clear melody,Non-repetitive,Simple rhythm,Slow tempo,Weak beat,Acoustic,Clear,Soft,Light,High pitch,Smooth,Harmonious,Sparse,BOTH children and adults,Feminine,Yes a feminine voice is gender exaggerated,Spoken,Girls/women
jk0uhPvBnaI,high,high,high,low,low,low,high,Many Instruments,Narrow pitch variation,No melody,Repetitive,Complex rhythm,Fast tempo,Weak beat,Electric,Distorted,Soft,Light,High pitch,Smooth,Disharmonious,Sparse,Children,Masculine,"No, all voices are normal-sounding",Spoken,Boys/men
fd-TEgqVsXY,high,high,high,low,high,high,high,Many Instruments,Narrow pitch variation,No melody,Repetitive,Simple rhythm,Slow tempo,Strong beat,Electric,Distorted,Loud,Heavy,Low pitch,Punchy,Disharmonious,Dense,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,BOTH spoken and sung,Boys/men
_kGMj1M8ko8,low,low,low,low,low,high,low,Many Instruments,Wide pitch variation,Clear melody,Repetitive,Complex rhythm,Slow tempo,Strong beat,Electric,Distorted,Loud,Heavy,Low pitch,Punchy,Disharmonious,Dense,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,Boys/men
Ey3HojynMqM,low,low,low,high,high,low,high,Few Instruments,Narrow pitch variation,No melody,Non-repetitive,Simple rhythm,Slow tempo,Weak beat,Acoustic,Distorted,Soft,Light,Low pitch,Smooth,Disharmonious,Sparse,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Mixed
c62P3ERJ3_s,low,low,low,low,high,high,high,Many Instruments,Wide pitch variation,No melody,Non-repetitive,Complex rhythm,Slow tempo,Weak beat,Acoustic,Distorted,Soft,Light,Low pitch,Smooth,Disharmonious,Dense,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,There are no actors/presenters or you can never see their faces
Zl-50U1tsBM,low,low,low,low,high,high,high,Many Instruments,Wide pitch variation,No melody,Non-repetitive,Complex rhythm,Fast tempo,Strong beat,Acoustic,Distorted,Loud,Heavy,Low pitch,Punchy,Disharmonious,Dense,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,Boys/men
qeFDbx2HsxQ,low,low,low,low,high,high,high,Many Instruments,Wide pitch variation,Clear melody,Non-repetitive,Complex rhythm,Slow tempo,Strong beat,Acoustic,Clear,Loud,Heavy,Low pitch,Smooth,Harmonious,Dense,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,There are no actors/presenters or you can never see their faces
hNEvIimRhe8,high,low,low,low,high,high,high,Many Instruments,Narrow pitch variation,No melody,Repetitive,Complex rhythm,Fast tempo,Strong beat,Electric,Distorted,Loud,Heavy,Low pitch,Punchy,Harmonious,Dense,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Spoken,Boys/men
HO-GyyhtDnA,low,low,low,low,high,high,high,Many Instruments,Narrow pitch variation,No melody,Non-repetitive,Complex rhythm,Slow tempo,Weak beat,Electric,Distorted,Loud,Heavy,Low pitch,Punchy,Disharmonious,Dense,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,Boys/men
hrpsvMHAkDI,low,high,low,low,low,high,low,Many Instruments,Narrow pitch variation,Clear melody,Repetitive,Simple rhythm,Fast tempo,Strong beat,Electric,Distorted,Loud,Heavy,Low pitch,Punchy,Harmonious,Dense,BOTH children and adults,Masculine,"No, all voices are normal-sounding",BOTH spoken and sung,Boys/men
WkkrKcyoiA4,high,high,low,low,low,low,low,Many Instruments,Wide pitch variation,Clear melody,Repetitive,Simple rhythm,Slow tempo,Strong beat,Acoustic,Clear,Loud,Light,High pitch,Smooth,Harmonious,Sparse,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Mixed
K1T7llOr_VQ,high,high,high,high,low,low,low,Few Instruments,Narrow pitch variation,Clear melody,Repetitive,Simple rhythm,Slow tempo,Weak beat,Acoustic,Clear,Soft,Light,High pitch,Smooth,Harmonious,Sparse,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,Spoken,Mixed
1ElWzIJJCQI,high,high,high,high,low,low,low,Few Instruments,Narrow pitch variation,Clear melody,Repetitive,Simple rhythm,Fast tempo,Strong beat,Electric,Clear,Loud,Light,High pitch,Punchy,Harmonious,Dense,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Sung,There are no actors/presenters or you can never see their faces
ELhRcGY6XyI,high,high,low,low,high,high,low,Few Instruments,Wide pitch variation,Clear melody,Non-repetitive,Complex rhythm,Slow tempo,Strong beat,Acoustic,Clear,Soft,Light,High pitch,Punchy,Harmonious,Sparse,There are no voices,There are no voices,There are no voices,There are no voices,There are no actors/presenters or you can never see their faces
tDuM3Kd5fs4,high,high,high,high,high,low,high,Many Instruments,Narrow pitch variation,Clear melody,Repetitive,Complex rhythm,Fast tempo,Strong beat,Electric,Clear,Loud,Heavy,Low pitch,Punchy,Disharmonious,Dense,Adults (including young adults),Masculine,"No, all voices are normal-sounding",BOTH spoken and sung,Mixed
YwJMELJf754,low,high,low,low,low,low,low,Many Instruments,Wide pitch variation,No melody,Repetitive,Complex rhythm,Fast tempo,Strong beat,Acoustic,Clear,Loud,Heavy,High pitch,Punchy,Disharmonious,Dense,Adults (including young adults),BOTH feminine and masculine voices,"No, all voices are normal-sounding",Spoken,Mixed
5o0l0bpeTaQ,high,high,high,high,high,low,low,Many Instruments,Narrow pitch variation,No melody,Repetitive,Simple rhythm,Slow tempo,Weak beat,Electric,Distorted,Soft,Light,Low pitch,Punchy,Disharmonious,Dense,Adults (including young adults),Masculine,"No, all voices are normal-sounding",BOTH spoken and sung,Mixed
CfmWvEX_r7Y,high,high,high,high,high,low,high,Few Instruments,Narrow pitch variation,Clear melody,Repetitive,Simple rhythm,Fast tempo,Strong beat,Electric,Distorted,Loud,Heavy,High pitch,Punchy,Disharmonious,Sparse,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Spoken,Mixed
ZGYsE6m0YtY,high,high,high,high,low,low,low,Few Instruments,Wide pitch variation,Clear melody,Repetitive,Simple rhythm,Slow tempo,Weak beat,Acoustic,Clear,Soft,Light,High pitch,Smooth,Harmonious,Sparse,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Spoken,Girls/women
s6YcdEEF2H4,low,low,low,low,low,high,low,Many Instruments,Narrow pitch variation,No melody,Non-repetitive,Simple rhythm,Fast tempo,Strong beat,Electric,Distorted,Loud,Heavy,Low pitch,Punchy,Disharmonious,Dense,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,Boys/men
VIqv8YRVDuY,high,low,high,high,low,low,low,Many Instruments,Wide pitch variation,No melody,Non-repetitive,Complex rhythm,Slow tempo,Weak beat,Acoustic,Clear,Soft,Light,High pitch,Smooth,Harmonious,Sparse,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Spoken,Girls/women
flaRc0J0BwM,high,high,high,high,low,low,high,Many Instruments,Wide pitch variation,Clear melody,Non-repetitive,Complex rhythm,Slow tempo,Weak beat,Acoustic,Clear,Soft,Light,High pitch,Smooth,Harmonious,Dense,Children,Feminine,"No, all voices are normal-sounding",Spoken,Girls/women
RuAaIaNv48k,high,high,low,high,high,high,high,Many Instruments,Wide pitch variation,Clear melody,Non-repetitive,Complex rhythm,Fast tempo,Strong beat,Electric,Distorted,Loud,Heavy,Low pitch,Punchy,Disharmonious,Dense,Adults (including young adults),Masculine,"No, all voices are normal-sounding",BOTH spoken and sung,Boys/men
K2JvLAtwVcY,low,low,low,low,high,high,high,Few Instruments,Wide pitch variation,Clear melody,Non-repetitive,Complex rhythm,Slow tempo,Weak beat,Acoustic,Clear,Loud,Heavy,High pitch,Punchy,Harmonious,Dense,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Boys/men
RxYisyVBAdI,low,low,low,low,high,high,high,Many Instruments,Wide pitch variation,No melody,Non-repetitive,Complex rhythm,Fast tempo,Strong beat,Electric,Distorted,Loud,Heavy,Low pitch,Punchy,Harmonious,Dense,There are no voices,There are no voices,There are no voices,There are no voices,There are no actors/presenters or you can never see their faces
9AVeLwg2LAw,high,high,low,low,low,high,high,Few Instruments,Narrow pitch variation,No melody,Non-repetitive,Simple rhythm,Fast tempo,Weak beat,Acoustic,Distorted,Soft,Heavy,High pitch,Smooth,Harmonious,Sparse,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Boys/men
tTn1rY6EC7M,high,low,low,low,low,low,low,Few Instruments,Narrow pitch variation,Clear melody,Repetitive,Simple rhythm,Slow tempo,Strong beat,Acoustic,Clear,Soft,Light,Low pitch,Smooth,Harmonious,Sparse,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,BOTH spoken and sung,Girls/women
ocMZASGjbhg,low,low,low,low,high,high,high,Many Instruments,Narrow pitch variation,Clear melody,Repetitive,Complex rhythm,Slow tempo,Strong beat,Acoustic,Distorted,Loud,Heavy,Low pitch,Punchy,Disharmonious,Dense,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Sung,There are no actors/presenters or you can never see their faces
J1jTgT6DVfs,high,high,high,high,low,low,high,Few Instruments,Narrow pitch variation,No melody,Non-repetitive,Simple rhythm,Slow tempo,Weak beat,Acoustic,Clear,Soft,Light,High pitch,Smooth,Harmonious,Sparse,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,BOTH spoken and sung,There are no actors/presenters or you can never see their faces
fkd9m4Lc9W8,low,low,low,low,high,high,high,Many Instruments,Wide pitch variation,No melody,Repetitive,Complex rhythm,Slow tempo,Strong beat,Acoustic,Distorted,Loud,Heavy,Low pitch,Smooth,Harmonious,Dense,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Mixed
VhOKmLf9JY8,low,high,low,low,low,low,low,Few Instruments,Narrow pitch variation,Clear melody,Repetitive,Complex rhythm,Fast tempo,Weak beat,Acoustic,Clear,Soft,Light,High pitch,Smooth,Harmonious,Sparse,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Mixed
_3GbX2_IaI8,low,low,low,low,high,high,high,Many Instruments,Wide pitch variation,No melody,Non-repetitive,Complex rhythm,Slow tempo,Weak beat,Electric,Distorted,Loud,Heavy,High pitch,Punchy,Disharmonious,Sparse,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,There are no actors/presenters or you can never see their faces
aaHbR1KXwYM,low,low,low,low,low,low,low,Few Instruments,Narrow pitch variation,Clear melody,Repetitive,Simple rhythm,Fast tempo,Strong beat,Electric,Clear,Loud,Heavy,High pitch,Punchy,Harmonious,Sparse,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,BOTH spoken and sung,Girls/women
Bqw_nmsQQy4,high,low,low,high,high,low,high,Many Instruments,Narrow pitch variation,No melody,Non-repetitive,Complex rhythm,Slow tempo,Weak beat,Acoustic,Distorted,Soft,Light,Low pitch,Punchy,Disharmonious,Sparse,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Boys/men
tyjlxbHsnuY,low,low,high,low,low,high,low,Few Instruments,Wide pitch variation,Clear melody,Repetitive,Simple rhythm,Fast tempo,Strong beat,Electric,Clear,Loud,Heavy,High pitch,Punchy,Harmonious,Dense,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,BOTH spoken and sung,Girls/women
Mjrbh-vceUE,high,low,high,high,low,low,low,Many Instruments,Narrow pitch variation,Clear melody,Repetitive,Simple rhythm,Slow tempo,Weak beat,Acoustic,Clear,Soft,Light,High pitch,Smooth,Harmonious,Sparse,Adults (including young adults),Feminine,"No, all voices are normal-sounding",BOTH spoken and sung,Girls/women
Rk2yWHQjYJI,low,low,high,high,low,low,high,Many Instruments,Wide pitch variation,Clear melody,Non-repetitive,Complex rhythm,Fast tempo,Strong beat,Acoustic,Clear,Loud,Light,Low pitch,Smooth,Harmonious,Dense,There are no voices,There are no voices,There are no voices,There are no voices,There are no actors/presenters or you can never see their faces
kL9qia-G10g,low,high,low,high,low,low,low,Few Instruments,Narrow pitch variation,No melody,Non-repetitive,Simple rhythm,Slow tempo,Weak beat,Acoustic,Clear,Soft,Light,Low pitch,Smooth,Harmonious,Sparse,Children,Masculine,"No, all voices are normal-sounding",Spoken,Mixed
YGxld6FysWU,low,low,low,low,high,high,high,Many Instruments,Wide pitch variation,Clear melody,Non-repetitive,Complex rhythm,Slow tempo,Weak beat,Acoustic,Clear,Loud,Heavy,Low pitch,Smooth,Harmonious,Dense,There are no voices,There are no voices,There are no voices,There are no voices,There are no actors/presenters or you can never see their faces
gZwHQ9CGyJY,high,high,high,low,high,high,high,Many Instruments,Wide pitch variation,Clear melody,Repetitive,Complex rhythm,Fast tempo,Strong beat,Electric,Distorted,Loud,Heavy,Low pitch,Punchy,Disharmonious,Dense,Adults (including young adults),Masculine,"No, all voices are normal-sounding",BOTH spoken and sung,Boys/men
ijHYsEGGRRY,low,high,low,low,high,high,low,Few Instruments,Narrow pitch variation,No melody,Non-repetitive,Complex rhythm,Fast tempo,Weak beat,Electric,Distorted,Loud,Heavy,Low pitch,Smooth,Disharmonious,Sparse,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,Mixed
tNru1d6XMuY,low,high,low,low,high,low,high,Many Instruments,Wide pitch variation,Clear melody,Repetitive,Complex rhythm,Slow tempo,Strong beat,Electric,Distorted,Loud,Heavy,Low pitch,Punchy,Disharmonious,Dense,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Mixed
xP4PYl5twno,high,high,high,high,high,high,high,Many Instruments,Narrow pitch variation,Clear melody,Repetitive,Complex rhythm,Fast tempo,Strong beat,Acoustic,Clear,Loud,Heavy,Low pitch,Punchy,Harmonious,Dense,There are no voices,There are no voices,"No, all voices are normal-sounding",There are no voices,There are no actors/presenters or you can never see their faces
uL3HLM6cWCE,high,high,high,low,high,high,high,Few Instruments,Wide pitch variation,No melody,Non-repetitive,Complex rhythm,Fast tempo,Weak beat,Acoustic,Distorted,Loud,Heavy,Low pitch,Punchy,Disharmonious,Dense,BOTH children and adults,Masculine,"No, all voices are normal-sounding",Spoken,Boys/men
XUpgpnqB5RA,low,high,low,low,high,high,high,Few Instruments,Wide pitch variation,Clear melody,Non-repetitive,Complex rhythm,Slow tempo,Strong beat,Electric,Distorted,Loud,Heavy,Low pitch,Punchy,Harmonious,Dense,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Boys/men
ebUStbjgKXE,low,low,high,high,low,low,low,Few Instruments,Narrow pitch variation,Clear melody,Repetitive,Simple rhythm,Slow tempo,Strong beat,Acoustic,Clear,Soft,Light,High pitch,Smooth,Harmonious,Sparse,Children,Feminine,Yes a feminine voice is gender exaggerated,Spoken,Girls/women
XDf_J2ajI7Q,high,high,high,high,high,high,high,Many Instruments,Wide pitch variation,Clear melody,Repetitive,Simple rhythm,Fast tempo,Strong beat,Acoustic,Clear,Soft,Heavy,Low pitch,Punchy,Harmonious,Sparse,Children,Feminine,Yes a feminine voice is gender exaggerated,Spoken,Mixed
HmN4c8UShsk,low,high,low,low,high,high,high,Many Instruments,Narrow pitch variation,No melody,Non-repetitive,Complex rhythm,Slow tempo,Weak beat,Acoustic,Clear,Soft,Light,Low pitch,Smooth,Disharmonious,Dense,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Boys/men
