stimulus_id,transcript,title,description,upload_date,duration
gLKSAYXo85s,"It's awesome arcade action at home with Electronic Arcade Claw Crane. Insert your token and let the fun begin. Control the motorized claw with three joysticks. You've grabbed it. Quick, move back the claw and drop the prize out the chute. You won. Now see what's inside. Have the fun of the arcade at home with Electronic Arcade Claw Crane.",Electronic Arcade Claw Crane Game - Smyths Toys,"Buy online at https://www.smythstoys.com/uk/en-gb/toys/games-puzzles-and-books/tabletop-arcade-games/electronic-arcade-claw-crane-game/p/225185

📹 Subscribe to the Smyths Toys YouTube channel 
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website  
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20241029.0,19.0
LjjMtuEpb48,ZEQUINZ! Emotions on a SWIPEWINZ! ZEQUINZ! Discover the new fashion sensation with just a swipe of your hand! So cool! Flip the reversible Zequinz and watch your Zequinz change entirely! There are six Zequinz to love! Choose your favorite Zequinz and customize them with the coolest and sparkliest gemstones! New Zequinz from Cari-,The Zequins - Smyths Toys,"Watch your Zequin's emotions change with a swipe! These adorable, dazzling collectables love to play, accessorise and most of all express themselves!

Buy online at https://www.smythstoys.com/uk/en-gb/toys/fashion-and-dolls/other-fashion-and-dolls/the-zequins-assortment-series-1/p/167741

📹 Subscribe to the Smyths Toys YouTube channel 
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website  
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20180928.0,25.0
1PcwX_4HqoI,"Got2Glow fairies, catch the magic glow! Find tons of different fairies with the Got2Glow Fairy Finder! When I close the lid, they're mine to care for! Find fairies everywhere! I caught an upside-down fairy! And a candy fairy! My friends and I love to trade, because there's over 30 unique fairies in each jar! There's even fairies that can only be found in the dark. The more you play, the more virtual fairies you'll find. Hello. Hello. Each sold separately. Will you find them all?",Got2Glow Fairy Finder Pink Jar - Smyths Toys,"Catch the magic glow, with the Got2Glow Fairy Finder by WowWee! With 30+ virtual fairies to collect in this Fairy Finder jar and 100+ fairies to collect in total, finding fairies never ends! Search for fairies in your bedroom, in the kitchen, outside in the garden, and even upside down.

Buy Online Now 👉https://www.smythstoys.com/ie/en-ie/toys/fashion-and-dolls/fairies/got2glow-fairy-finder-pink-jar/p/199074

📹 Subscribe to the Smyths Toys YouTube channel 
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website  
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20220223.0,36.0
ds2cuBVS4mc,"It's appointment time! I need my doctor's bag! Lamy Boo Boo is here for a check up! Let's check her heartbeat. Mmm, I think she needs an injection. Lamy's feeling much better. Now it's time for bed. Lamy Boo Boo glows to keep you company at night.",Smyths Toys - Doc McStuffins Doctors Bag Set & Doc McStuffins Lambie Boo Boo,Checkout full range at http://www.smythstoys.com/uk/en-gb/toys/pre-school-electronic-learning/c-471/doc-mcstuffins/,20140205.0,20.0
6lb4WxWnPLs,The World of Music Music Music Music Bye.,LEGO 76211 Marvel Shuri's Sunbird Black Panther Building Toy - Smyths Toys,"Black Panther and model aircraft fans can watch their imaginations soar with LEGO Marvel Shuri's Sunbird (76211) airship buildable set for kids aged 8 and up. 

Buy online at https://www.smythstoys.com/ie/en-ie/toys/lego-and-bricks/lego-marvel-super-heroes/lego-76211-marvel-shuri-s-sunbird-black-panther-building-toy/p/203991 

Browse our range at https://www.smythstoys.com/ie/en-ie/toys/lego-and-bricks/lego-marvel-super-heroes/c/SM06010742

📹 Subscribe to the Smyths Toys YouTube channel 
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website  
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20221004.0,39.0
yGXQZ6hcmeQ,"Bring the magic of space into your room. 35 centimeters tall, the Rocket Projector has 24 space pictures that project onto your walls or ceiling. The space station, shuttle and moon landing, three disks full of images are stored into a hidden storage compartment. Change the sounds and lights by flying across the room. You can protect against alien invasion with the Rocket's motion sensor activating launch sound effects. The Rocket Projector.",Smyths Toys - Rocket Projector and Room Guard,"Brainstorm Toys Rocket Projector and Room Guard brings the wonders of space into your home. The Rocket Projector has 24 space-themed colour images of planets, astronauts and spacecraft to project onto your walls and ceiling. With three discs each having eight different images and a hidden storage area in the back of the Rocket to keep them safe. Just select the chosen disc, insert it into the top of the rocket, remove the nose and rotate to select your favourite space image. Flick the switch and the Rocket blasts into room guard mode with fun flight sounds and lights. With a built in motion sensor to detect movement when an unwanted visitor ventures into your room you will know about it!

Buy at http://www.smythstoys.com/uk/en-gb/toys/creativity-music-partyware/c-553/science-sets/p-17657/rocket-projector-and-room-guard/",20160704.0,30.0
idGIHPS6mco,"Hi, I'm celebrity fashion stylist Laura Sheffman. It doesn't get any more A-list than my newest clients, the Equestria girls. Applejack is a country girl for today. I love her rhinestones, her boots, and her fringe. So whether it's a great denim miniskirt or a fitted denim jacket, Applejack takes denim and really gives it to us in a way that's updated and cool. Each doll sold separately.",MLP: Apple Jack - Celebrity Fashion Stylist Laura Schuffman's Inspiration,"Subscribe to the Smyths Toys Superstores YouTube channel: https://goo.gl/rAosm1

Official Smyths Toys Superstores website:  https://www.smythstoys.com/",20180108.0,32.0
9xNZnM6jtRA,"Get ready for Othello, the ultimate game of strategy and skill. Go head-to-head in a battle of wits. Think quick, trap their discs, and claim the row. Hold your nerve, take a chance, and turn the game around.",Smyths Toys - Othello Game,"Othello Game takes a minute to learn but a lifetime to master! Othello Game is the internationally acclaimed two player strategy game. Trap and capture your opponent by placing your disks on the board. “Sandwich” at least one of your opponent’s pieces to turn their disk to your colour but look out your opponent will do the same to you. The lead can change with the flip of a disk in this classic fast-paced strategy game.

http://www.smythstoys.com/uk/en-gb/toys/games-puzzles-books/c-565/family-board-games/p-13418/othello-game/",20150901.0,20.0
AgagGI2mZEE,"Pop! Pop! Snots! It's time to pop, pop, snotsy, wop, wop! Just pop, don't stop! So many gross, snots families! Pop! Pop! Snots! Hiding in the yucky slime! Who will you find next time? Pop! Pop! Snots! Can you find all the rare and ultra-rare ones? For the ultimate snot-tastic collection! And keep popping!",Pop Pops Snotz - Smyths Toys,"Have you started your Pop Pops Snotz collection yet? Pop Pops is a combination of several of the best things in the world; yucky slime, bubble popping and the hunt for secret gross collectable Snotz characters.

Shop your Pop Pops Snotz here: https://www.smythstoys.com/pop-pops/c/pop-pops

📹 Subscribe to the Smyths Toys YouTube channel 
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website  
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys #PopPops",20190227.0,25.0
Bfx9S1QsLBE,Are you ready for the hardest challenge ever seen? Resist! All your strength is needed! You cannot laugh in?,Smyths Toys - Funny Monkeys,,20140423.0,24.0
JnRt2O3xxno,"Playset comes with one vehicle, other vehicles each sold separately.",Hot Wheels Monster Trucks Car Chompin' Mega Wrex - Smyths Toys,"The enormous Hot Wheels Monster Trucks Car Chompin' Mega Wrex vehicle comes to life with lights and sounds! 

Buy online at https://www.smythstoys.com/ie/en-ie/toys/construction-and-cars/hot-wheels/hot-wheels-playsets/hot-wheels-monster-trucks-car-chompin-mega-wrex/p/198661

Brows our hot Wheels range at https://www.smythstoys.com/ie/en-ie/toys/construction-and-cars/hot-wheels/c/SM06010210

📹 Subscribe to the Smyths Toys YouTube channel 
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website  
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20210702.0,32.0
8uq8XH2oczQ,"We dream of going to new places, of meeting new friends, and now we can bring our dreams to life. We'll make our own way, build our own adventures, discover the magic within, and arrive in style to the biggest party in the kingdom. For everyone with a dream, find the entire Disney Princess range.",Smyths Toys - Disney Princess Range,Shop our full Disney Princess Range at http://www.smythstoys.com/uk/en-gb/toys/fashion-dolls/c-494/disney-princess/,20160421.0,30.0
SIeZ60v08KM,"Baby Annabelle New Baby Annabelle has arrived She drinks real water and she burps Oh, why are you crying? Maybe you have to go on your potty Well done! Baby Annabelle And now it's time to change your nappy Oh! Lots of storage in the Baby Annabelle 2-in-1 wardrobe Time for a nap Sleep well Baby Annabelle New Baby Annabelle and accessories from Zappos",Smyths Toys - Baby Annabell,"New Baby Annabell Doll
Baby Annabell is just like a real baby, with realistic baby sounds and movements. With the new version, Baby Anabell can now really wet her nappy & use her potty! She also babbles, gurgles, sucks on her bottle or dummy with real sounds and mouth movement. Baby Anabell also cries real tears, burps, yawns and falls asleep when she is rocked. The Baby Annabell Doll range focuses on all the caring and nurturing aspects of being a mummy or daddy, making her ideal for introducing little ones to the idea of a new baby coming along.
Buy online at http://www.smythstoys.com/uk/en-gb/toys/fashion-dolls/c-484/baby-annabell/p-18550/new-baby-annabell-doll/

Baby Annabell Baby 2-in-1 Wardrobe and Changing Table
Baby Annabell Baby Unit Wardrobe and Changing Table is a changing station and a wardrobe all in one piece. Your baby doll can listen to the little sheep's lullaby while being changed. (Doll not included) Clothes, nappies and other accessories can be stored on shelves, in a storage compartment or on the rack. There is even a secret compartment and a bottle holder.
Buy online at http://www.smythstoys.com/uk/en-gb/toys/fashion-dolls/c-484/baby-annabell/p-14380/baby-annabell-baby-2-in-1-wardrobe-and-changing-table/

Shop our range at http://www.smythstoys.com/uk/en-gb/page/o/baby-annabell-shop/",20160907.0,34.0
Cb0SexT34DE,"Domino Express. Line them up to knock them down. Race over obstacles, bridges, 360 loops. Those dominoes just keep on tumbling. Wow! Can they make it all the way to the awesome stunts at Domino Express?",Smyths Toys - Domino Express Game,"Have fun with Domino Express Twister Game. Stack them up and tumble them down. Create a domino toppling roller coaster theme park. Hours of fun for all the family with Domino Express Twister Game.

Have lots of fun with the Domino Express X-Treme Game. Stack them up and knock them down. Create domino mayhem with this action packed set of toppling dominoes and exciting stunts. Set includes the electronic auto dealer domino machine which cleverly places your dominoes at just the right distance for effortless set up. It deals in both straight lines and round bends and has a quick load cartridge.

In the Domino Express Crazy Factory, create the wildest, wackiest stunts by combining the contraptions with everyday household objects such as chairs and tables to add dimension to your Domino Express Crazy Factory play. Raise the wacky winch from the floor to a table top. Continue onto the slalom ball ramp, or tip the flip bucket from chair onto the madcap ball churning machine.

Domino Express X-Treme Game
http://www.smythstoys.com/uk/en-gb/toys/games-puzzles-books/c-564/childrens-board-games/p-650/domino-express-x-treme-game/

Domino Express Twister Game
http://www.smythstoys.com/uk/en-gb/toys/games-puzzles-books/c-564/childrens-board-games/p-828/domino-express-twister-game/",20150901.0,20.0
