stimulus_id,product_category,filming_location,target_of_toy_ad,interaction,voice_type,voice_age,voice_gender,voice_exagg,asian,black,white,other,title,description,upload_date,transcript,domesticity_nurturing_cues,consumerism_cues,fashion_beauty_cues,nature_animals_cues,love_tenderness_cues,magic_fantasy_cues,action_adventure_cues,fight_combat_cues,speed_racing_cues,horror_monsters_cues,science_technology_cues,sports_cues,gross-out_cues,fun_play_cues,arts_crafts_cues
feHcsAdEcbI,Outdoor and Sports,Outdoors,Boys/men,"They are working or playing together, but focused on winning/fighting",Spoken,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Yes,Yes,Yes,No,X-Shot Water Warfare Epic Fast-Fill Water Blaster by ZURU - Smyths Toys,"The water blasters under the X-SHOT Fast-Fill range are the the fastest filling water blasters ever created. The X-Shot Water Warfare Epic Fast-Fill Water Blaster allows you to refill in just 1 second and get back to the water blasting action long before your opponents.

Buy online at https://www.smythstoys.com/uk/en-gb/toys/construction-and-cars/x-shot/x-shot-water-warfare-epic-fast-fill-water-blaster-by-zuru/p/193065

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20210109," Other Blasters take forever to fill. Not the X-Shot Fast Fill. I'll give you guys a head start. Fill the Fast Fill in one second. Dunk Fill, Close, and Blast. The ultimate blaster with rapid fill and sealing technology. Fast Fill in the pool. Is this seat taken? Fast Fill in the hot tub. Fast Fill in the lake. Because a Fast Fill is everything. Up your game with the Zuru X-Shot Fast Fill.",,,,,,,,blaster blast,fast rapid,,technology,,,,
NOpz_7iEGD4,"Arts, Crafts and Musical Instruments",Indoors,Boys/men,They do not interact with each other or there is only one actor/presenter,There are no voices,There are no voices,There are no voices,There are no voices,No,No,Yes,No,LEGO 31199 Art Marvel Studios Iron Man Wall Décor Set - Smyths Toys,"If you’re a superhero fan, we have a thrilling set for you. Build 1 of 3 portraits of the iconic Iron Man suits of armour with this LEGO Art Marvel Studios Iron Man (31199) building set, while you relish in a creative escape from everyday life.

Buy online at https://www.smythstoys.com/uk/en-gb/toys/lego-and-bricks/lego-marvel-super-heroes/lego-31199-art-marvel-studios-iron-man-wall-d%c3%a9cor-set/p/186942

Browse our LEGO range at https://www.smythstoys.com/uk/en-gb/toys/lego-and-bricks/c/SM060107

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20201202, Welcome to the New York City City of New York City New York City New York City New York City New York City New York City New York City New York City New York City New York City New York City Thank you.,,,,,,,,,,,,,,,
wWt38u3ikbQ,Building and Construction,Indoors,Boys/men,They are working or playing together in a cooperative way,Spoken,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,No,No,Yes,No,Smyths Toys -K'NEX Web Weaver Roller Coaster Building Set,"This is one web you'll want to get caught in with the Web Weaver Roller Coaster Building Set! Use the included parts and pieces to send the air propelled coaster car through horizontal and vertical thrills. Once done building the Web Weaver Roller Coaster turn off the lights - this coaster glows-in-the-dark! The Web Weaver Roller Coaster Set includes over 430 K'NEX parts and pieces, such as rods, connectors, glow-in-the dark track and an air propelled coaster car. Additionally, builders can head to K'NEX.com to download instructions for a second roller coaster model.

Buy Online here: https://www.smythstoys.com/ie/en-ie/toys/construction-and-cars/k-nex/k-nex-web-weaver-roller-coaster-building-set/p/161318

See full range here: https://www.smythstoys.com/ie/en-ie/toys/construction-and-cars/k-nex/c/SM06010215",20170802," Get ready to go for a spin with the new Connex ProRides WebWeaver Coaster! Build and design your own WebWeaver Coaster! Then turn off the lights! The air-propelled WebWeaver car is a whole new way to power up a Connex Coaster! Just turn it on and watch it weave! Go from horizontal to vertical in an instant! Whoa! Through big twists and epic turns, Webweaver, scream to the extreme. Webweaver comes as shown.",,,,,,,extreme,,coaster air-propelled car,,,,,,
TLdsiPBq3IE,"Arts, Crafts and Musical Instruments",Non-specific,Mixed,They are working or playing together in a cooperative way,Spoken,Adults (including young adults),Masculine,"No, all voices are normal-sounding",No,No,Yes,No,Smyths Toys Scribble n Wiggle Pen Demo,"Watch the pen wiggle around helping you to colour in, shade, mix colours and create funky zig zag patterns and spiral shapes.",20120920," With the Scribble and Wiggle pen from Crayola, your colourful world is endless. It's easy to use. Just turn it on. Scribble and Wiggle. Features a variety of effects to explore. Drawing and colouring will never be the same.",,,,,,,,,,,,,,wiggle,scribble pen crayola drawing colouring
ZkKgHOgNKEU,Toy Vehicles (Powered and Non-Powered),Indoors,Boys/men,They are working or playing together in a cooperative way,Spoken,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,No,No,Yes,No,Revolt Night Hawk Stunt Drone - Smyths Toys,"The NIGHT HAWK is programed with 16 stunts including flips and preprogramed flight patterns. The translucent body emits light, so it is easily seen in the dark and ideal for night flight.

Buy online at https://www.smythstoys.com/uk/en-gb/toys/construction-and-cars/drones-and-flying/revolt-night-hawk-stunt-drone/p/196140

Browse our range at https://www.smythstoys.com/uk/en-gb/toys/construction-and-cars/drones-and-flying/c/SM06010220

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20210122," Introducing Nighthawk by Revolt, the ultimate stunt drone powered by Revolt advanced technology. Impress your friends with Nighthawk's 16 amazing stunts and unique combos. Experience night flight with Nighthawk's 6 multi-color light effects. The ultimate stunt drone is here.",,,,,,,stunt combos,,,,drone technology,,,,
2g5RT58wvMQ,High-tech Interactive Playmates and Robotics,Indoors,Girls/women,They are working or playing together in a cooperative way,Spoken,Children,Feminine,Yes a feminine voice is gender exaggerated,No,No,Yes,No,Present Pets Interactive Plush Toy with Over 100 Sounds Assortment- Smyths Toys,"All-new breeds of Present Pets have now arrived! Present Pets are the only gifts that unbox themselves.

Buy online at https://www.smythstoys.com/uk/en-gb/toys/fashion-and-dolls/present-pets/present-pets-princess-puppy-interactive-plush-toy-assortment/p/197640

https://www.smythstoys.com/uk/en-gb/toys/fashion-and-dolls/present-pets/present-pets-fairy-puppy-interactive-plush-toy-with-over-100-sounds-assortment/p/197641

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20210823," Is that new present pets? Hold the tag to unbox the magic! It's shaking! It's unboxing itself! Look at the paws! Keep going, you're so close! Whoa! She's so cute! My little princess! You can unbox a magical princess or a rainbow fairy! So many games! So many reactions! so many reactions, so many cute puppy moments. New present pets, available now.",,bag tag unbox unboxing ,,pets paws puppy,cute,magic princess rainbow fairy,,,,,,,,games,
yyyapflC9Wk,(Group) Games and Puzzles,Indoors,Mixed,They are working or playing together in a cooperative way,Spoken,Adults (including young adults),BOTH feminine and masculine voices,"No, all voices are normal-sounding",No,No,Yes,No,Lucky Ducks game - Smyths Toys,"The wacky, quacky memory and matching game! Watch the ducks swim around the pond, and try to find the ones that match your symbol. If you find a match, keep the duck. If not, then put it back. First player to find 3 matching ducks wins!
Buy online at https://www.smythstoys.com/uk/en-gb/toys/games-puzzles-and-books/board-games/childrens-board-games/lucky-ducks/p/177975
 📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20190926," Lucky Ducks! The wacky, quacky, colour matching game! Pick a duck, and when you find one that matches your shape and colour, you get to keep it! If it doesn't match, put it back in the pond! When you match three, you're the lucky duck! You won! Lucky Ducks from Goliath!",,,,ducks,,,,,,,,,,wacky game lucky match won,
8x2cXDumjKU,Dolls,Indoors,Girls/women,They do not interact with each other or there is only one actor/presenter,BOTH spoken and sung,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,No,No,Yes,No,Smyths Toys - BABY born Interactive Bathtub with Duck & Interactive Potty Experience,"When BABY born® Interactive doll is placed in the bathtub a flashing light will automatically appear. You can also hear BABY born® Interactive make many realistic baby bathtime sounds including; splashing, laughing and bubble noises. The bath can also be used independently without the doll, If you press the button on the side of the bathtub, you will hear the same bath time sounds along with BABY born® music. The bath also includes a cute manual water pump which pumps real water out of the showerhead. Bath time has never been so much fun!

Potty train BABY born® Interactive with their very own toilet! This accessory makes real lifelike sounds including applause and giggling. The glitter pink toilet can be personalised with cute character stickers and also includes; storage for baby wipes, a foldaway toilet paper holder and printed paper. Once BABY born® has finished, press the button for a flushing sound .
Get it at http://www.smythstoys.com/uk/en-gb/toys/fashion-dolls/c-485/baby-born/p-2138/baby-born-interactive-bathtub-with-duck/

Check out our Potty Training Guide at http://www.smythstoys.com/blog/potty-training/",20130814," Baby born now has her own bathtub With cool lights and sound effects And a real working shower Baby is so happy Let's use the toilet Oh, well done!",baby bathtub shower toilet,,,,,,,,,,,,,,
FvUgpHx9nKs,"Arts, Crafts and Musical Instruments",Indoors,Girls/women,They are working or playing together in a cooperative way,BOTH spoken and sung,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,No,No,Yes,No,Smyths Toys - Cutie Stix,"Cutie Stix Cut and Create Station
Cut it! Create it! Show it! With the Cut and Create Station create; necklaces, bracelets, figures and nail art from cute rubber cuts. The station includes 24 Unique Stix : 4 Mighties, 14 Cuties, 6 Teenies to make 224 cuts. Includes everything you need, Cutting Unit, 1 Coring Wand, 1 Stix Wand, 1 Cuties Cutting Frame, 1 Teenies Cutting Frame, 1 Coring Unit, 1 Cuties Coring Container and more. For ages 6 plus years.
Buy online at https://www.smythstoys.com/uk/en-gb/toys/creativity-music-and-partyware/fashion-craft/cutie-stix-cut-and-create-station/p/160168
Cutie Stix On the Go - Assortment
Take your Cutie Stix wherever you go! Customise your shoes or cords with the Cutie Stix On the Go Assortment. Accessorise your favourite pair of shoelaces with the Cutie Stix On the Go Shoelaces! The set comes with 8 Cutie Stix, 1 cutting unit, and 1 Stix wand. Personalise your headphones or chargers with adorable and fun Cutie Stix with the On the Go Cords! The set comes with 8 Cutie Stix, 1 cutting unit, 26 cord wraps, and 1 Stix wand. Styles may vary.
Buy online at https://www.smythstoys.com/uk/en-gb/toys/creativity-music-and-partyware/fashion-craft/cutie-stix-on-the-go-assortment/p/160172
Cutie Stix Refill Stix - Assortment
Cutie Stix Cut and Create Station With three fun themes to choose from: animals, treats, and emoji the fun of customising your Cutie Stix creations never ends. You can create customisable jewellery, nail art, and fun figures out of colourful two-sided beads. The set comes with an assortment of mightie, cutie, and teenie sized stix to refill your favourite set and continue the play! The refill Stix assortment is to be used with the Cut & Create Station.
Buy online at https://www.smythstoys.com/uk/en-gb/toys/creativity-music-and-partyware/fashion-craft/cutie-stix-refill-stix-assortment/p/160165",20170808," Cutie Stix Cut & Create Show off your style with the Cutie Stix Cut & Create Station. Pick your stick and feed it through. Cut your stick, then core your bead. And just like that, create jewelry, nail art, and figures. It's a snap! Keep on cutting! Cutie Stix Cut & Create Station.",,jewelry,nail-art style,,cutie,,,,,,,,,,create
972oFsnpDmE,Dolls,Non-specific,Girls/women,They are working or playing together in a cooperative way,Spoken,BOTH children and adults,Feminine,Yes a feminine voice is gender exaggerated,No,No,Yes,No,Smyths Toys - Minnie Mouse Sweets & Candies Van,"Disney Junior Minnie Mouse Sweets and Candies Van is packed full of delicious sweets and candies, Minnie has all she needs to open up her own cafe. Set includes over 10 accessories and a special Minnie figure which activate the lights & sounds on van when you place her in the driver’s seat, its magic! Van comes with 2 melodies and opens up transforming into Minnie’s cafe. Let’s stop and have some cake and ice-cream! Yum…!

Buy online at http://www.smythstoys.com/uk/en-gb/toys/pre-school-electronic-learning/c-454/mickey-mouse-club-house/p-19248/minnie-mouse-sweets-candies-van/

Browse our Minnie Mouse range at http://www.smythstoys.com/uk/en-gb/toys/pre-school-electronic-learning/c-455/minnie-mouse/",20161102," Discover Minnie's universe! It's Sunday Funday! Welcome to Minnie's Magic Restaurant! What's on the menu today? In the kitchen, Minnie activates lights and sounds and cooks delicious meals! Yummy! And with the sweets and candies van, she takes them everywhere! Discover the new Mickey and Minnie game on disneyjunior.co.uk! Minnie's Magic Restaurant! Let's play with Minnie!",kitchen cooks delicious meals yummy candies restaurant,,,,,magic,,,,,,,,funday,
